meta_analysis,references,study_area,longitude,latitude,water_body_type,hrt_d,water_depth_m,surface_area_m2,k_d,TN_retention_percent,temperature,cheng_cstr_k,cheng_N_load_kg_d,cheng_flow_m3_year
shen,"Hua et al., 2017",Hubei,114.4,30.5,wetland,2.5,0.55,24,0.214,41.4,22.7,,,
shen,"Hua et al., 2017",Hubei,114.4,30.5,wetland,2.5,0.55,24,0.259,47.7,15.9,,,
shen,"Hua et al., 2017",Hubei,114.4,30.5,wetland,2.5,0.55,24,0.214,41.4,15,,,
shen,"Hua et al., 2017",Hubei,114.4,30.5,wetland,2.5,0.55,24,0.189,37.6,11.9,,,
cheng,Huang et al  2000,USA,,,CWUF,2.60E+00,0.42,3.74E-01,0.156,,,1.92E-01,7.30E-04,5.52E+00
cheng,Huang et al  2000,USA,,,CWUF,3.90E+00,0.42,3.74E-01,0.117,,,1.48E-01,4.87E-04,3.68E+00
cheng,Huang et al  2000,USA,,,CWUF,5.90E+00,0.42,3.74E-01,0.104,,,1.43E-01,3.22E-04,2.43E+00
cheng,Huang et al  2000,USA,,,CWUF,4.00E+00,0.45,1.30E+01,0.155,,,2.14E-01,3.20E-02,2.13E+02
cheng,Huang et al  2000,USA,,,CWUF,8.00E+00,0.45,1.30E+01,0.0991,,,1.51E-01,1.60E-02,1.07E+02
cheng,Huang et al  2000,USA,,,CWUF,1.20E+01,0.45,1.30E+01,0.0937,,,1.73E-01,1.07E-02,7.11E+01
shen,"Huang et al., 2008",Jiangsu,119.9,31.3,wetland,8,0.5,80,0.036,24.8,16.2,,,
shen,"Huang et al., 2008",Jiangsu,119.9,31.3,wetland,8,0.5,80,-0.001,-0.4,5.3,,,
shen,"Huang et al., 2008",Jiangsu,119.9,31.3,wetland,8,0.5,80,0.032,22.7,16.3,,,
shen,"Huang et al., 2008",Jiangsu,119.9,31.3,wetland,8,0.5,80,0.048,32.1,29.6,,,
shen,"Huang et al., 2008",Jiangsu,119.9,31.3,wetland,8,0.5,80,0.02,14.8,16.2,,,
shen,"Huang et al., 2008",Jiangsu,119.9,31.3,wetland,8,0.5,80,0.016,11.8,5.3,,,
shen,"Huang et al., 2008",Jiangsu,119.9,31.3,wetland,8,0.5,80,0.007,5.6,16.3,,,
shen,"Huang et al., 2008",Jiangsu,119.9,31.3,wetland,8,0.5,80,0.011,8.6,29.6,,,
shen,"Huang et al., 2008",Jiangsu,119.9,31.3,wetland,4,0.5,40,0.094,31.3,16.2,,,
shen,"Huang et al., 2008",Jiangsu,119.9,31.3,wetland,4,0.5,40,0.013,5.1,5.3,,,
shen,"Huang et al., 2008",Jiangsu,119.9,31.3,wetland,4,0.5,40,0.081,27.7,16.3,,,
shen,"Huang et al., 2008",Jiangsu,119.9,31.3,wetland,4,0.5,40,0.119,37.8,29.6,,,
shen,"Huang, 2004",Jiangsu,118.8,32.1,wetland,3,0.45,3.3,0.048,13.5,9.5,,,
shen,"Huang, 2004",Jiangsu,118.8,32.1,wetland,3,0.45,3.3,0.135,33.4,12,,,
shen,"Huang, 2004",Jiangsu,118.8,32.1,wetland,3,0.45,3.3,0.166,39.3,25,,,
shen,"Huang, 2004",Jiangsu,118.8,32.1,wetland,5,0.45,3.3,0.071,30,9.5,,,
shen,"Huang, 2004",Jiangsu,118.8,32.1,wetland,5,0.45,3.3,0.127,47,12,,,
shen,"Huang, 2004",Jiangsu,118.8,32.1,wetland,5,0.45,3.3,0.255,72,25,,,
shen,"Huang, 2019a",Guangdong,113.6,23.2,wetland,6,,,0.154,60.4,24,,,
shen,"Huang, 2019a",Guangdong,113.6,23.2,wetland,6,,,0.319,85.3,24,,,
shen,"Huang, 2019b",Jiangxi,115.9,28.7,wetland,1,0.3,1.44,0.549,42.2,3.4,,,
shen,"Huang, 2019b",Jiangxi,115.9,28.7,wetland,2,0.3,1.44,0.383,53.5,15.2,,,
shen,"Huang, 2019b",Jiangxi,115.9,28.7,wetland,3,0.3,1.44,0.34,64,9.3,,,
shen,"Huang, 2019b",Jiangxi,115.9,28.7,wetland,4,0.3,1.44,0.308,70.8,11,,,
shen,"Huang, 2019b",Jiangxi,115.9,28.7,wetland,5,0.3,1.44,0.284,75.9,14.2,,,
cheng,Hunt et al 1999,USA,,,CWSF,1.71E+01,1.1,3.30E+04,0.00921,,,9.97E-03,2.75E+01,6.60E+05
cheng,Hunt et al 1999,,,,CWSF,1.43E+01,1.1,3.30E+04,0.00514,,,5.34E-03,5.34E+01,7.70E+05
cheng,Hunt et al 1999,,,,CWSF,1.37E+01,1.1,3.30E+04,0.0116,,,1.26E-02,4.35E+01,7.70E+05
cheng,Hunt et al 1999,,,,CWSF,7.60E+00,1.1,3.30E+04,0.121,,,1.97E-01,2.65E+01,1.40E+06
cheng,Hunt et al 1999,,,,CWSF,4.83E+00,1.1,3.30E+04,0.257,,,5.09E-01,1.66E+01,2.40E+06
cheng,Hunt et al 1999,,,,CWSF,4.61E+00,1.1,3.30E+04,0.0837,,,1.02E-01,2.59E+01,2.30E+06
cheng,Hunt et al 1999,,,,CWSF,9.70E+00,1.1,3.30E+04,0.0784,,,1.18E-01,2.44E+01,1.10E+06
cheng,Hunt et al 1999,,,,CWSF,1.56E+01,1.1,3.30E+04,0.0691,,,1.24E-01,1.50E+01,7.10E+05
cheng,Hunt et al 1999,,,,CWSF,8.49E+00,1.1,3.30E+04,0.074,,,1.03E-01,3.56E+01,1.60E+06
cheng,Hunt et al 1999,,,,CWSF,8.93E+00,1.1,3.30E+04,0.126,,,2.33E-01,1.11E+01,1.30E+06
cheng,Hunt et al 1999,,,,CWSF,1.27E+01,1.1,3.30E+04,0.0962,,,1.89E-01,1.36E+01,8.30E+05
cheng,Hunt et al 1999,,,,CWSF,4.44E+00,1.1,3.30E+04,0.156,,,2.25E-01,1.52E+01,2.40E+06
shen,"Hussain, 2019",Jiangsu,118.8,32.1,wetland,1.5,,0.69,1.28,85.3,23.5,,,
shen,"Hussain, 2019",Jiangsu,118.8,32.1,wetland,1.5,,0.69,0.645,62,18.9,,,
shen,"Ji, 2010",Shanghai,121.5,31.7,wetland,3,0.4,0.5,0.18,41.7,23.5,,,
shen,"Jia et al., 2021",Yunnan,102.9,25.1,wetland,1.5,,,0.695,64.8,13.4,,,
shen,"Jia et al., 2021",Yunnan,102.9,25.1,wetland,1.5,,,0.504,53.1,13.4,,,
shen,"Jia, 2013",Shanxi,112.5,37.9,wetland,1.3,0.52,72,1.022,72.1,10,,,
shen,"Jiang, 2006",Shandong,116.8,36.7,wetland,1.5,0.18,9.3,0.229,29,27,,,
shen,"Jiang, 2006",Shandong,116.8,36.7,wetland,1.5,0.18,9.3,0.162,21.6,17,,,
shen,"Jiang, 2006",Shandong,116.8,36.7,wetland,1.5,0.18,9.3,0.105,14.6,9,,,
shen,"Jiang, 2006",Shandong,116.8,36.7,wetland,6,0.15,93.39,0.137,56.2,22.3,,,
cheng,Jordan et al 2003,USA,,,CWSF,1.90E+01,0.2,1.30E+04,0.0252,,,3.23E-02,4.22E-01,4.20E+04
cheng,Jordan et al 2003,,,,CWSF,1.20E+01,0.2,1.30E+04,,,,,,8.30E+04
shen,"Ju, 2007",Tianjin,117.7,39,wetland,15,1.2,182000,0.125,84.6,26.9,,,
cheng,Kadlec  2008,USA,,,CWSF,4.07E+00,0.49,1.34E+04,0.237,,,3.99E-01,7.51E+00,4.49E+05
cheng,Kadlec  2008,USA,,,CWSF,4.72E+00,0.46,1.34E+04,0.146,,,2.09E-01,9.86E+00,4.81E+05
cheng,Kadlec  2008,USA,,,CWSF,4.24E+00,0.49,1.28E+04,0.255,,,4.60E-01,4.45E+00,2.60E+05
cheng,Kadlec  2008,USA,,,CWSF,6.09E+00,0.51,1.28E+04,0.208,,,4.17E-01,1.08E+01,4.20E+05
cheng,Kadlec  2008,USA,,,CWSF,3.60E+00,0.44,9.20E+03,0.0883,,,1.04E-01,1.39E+01,1.03E+06
cheng,Kadlec  2008,USA,,,CWSF,1.45E+00,0.7,9.20E+03,0.559,,,8.61E-01,4.02E+01,1.68E+06
cheng,Kadlec  2008,USA,,,CWSF,3.42E+00,0.43,7.80E+03,0.0416,,,4.47E-02,7.11E+00,4.52E+05
cheng,Kadlec  2008,USA,,,CWSF,2.44E+00,0.52,7.80E+03,0.42,,,7.32E-01,1.46E+01,6.25E+05
shen,"Kang et al., 2019",Jiangsu,,,wetland,6,1,6,0.166,63,18.5,,,
shen,"Kang et al., 2019",Jiangsu,,,wetland,6,1,3,0.116,50.1,6,,,
shen,"Kang, 2007",Sichuan,104.7,31.5,wetland,2,,1.5,0.649,72.7,24,,,
shen,"Kang, 2007",Sichuan,104.7,31.5,wetland,2,,1.5,0.212,34.6,10,,,
shen,"Kang, 2007",Sichuan,104.7,31.5,wetland,2,,1.5,0.951,85.1,24,,,
shen,"Kang, 2007",Sichuan,104.7,31.5,wetland,2,,1.5,0.31,46.2,10,,,
cheng,Knox 2008,USA,,,NWSF,3.75E-02,0.6,2.00E+03,15.9,,,2.18E+01,,-9.99E+02
cheng,Knox 2008,USA,,,NWSF,1.74E-02,0.6,2.00E+03,,,,,,-9.99E+02
shen,"Kong, 2018",Chongqing,107.9,29.1,wetland,0.7,,394,0.333,21.6,18.2,,,
cheng,Korkusuz  2005,Turkey,,,CWUF,6.00E+00,0.6,3.00E+01,0.104,,,1.45E-01,1.04E-01,1.10E+03
cheng,Korkusuz  2005,Turkey,,,CWUF,6.00E+00,0.6,3.00E+01,0.0845,,,1.10E-01,1.04E-01,1.10E+03
cheng,Koskiaho et al  2003,Finland,,,CWSF,1.63E+00,2,6.00E+03,0.276,,,3.48E-01,1.28E+00,-9.99E+02
cheng,Koskiaho et al  2003,Finland,,,CWSF,2.50E-01,1.5,4.50E+03,,,,,,4.82E+06
cheng,Koskiaho et al  2003,Finland,,,CWSF,2.40E+01,,6.00E+05,0.00486,,,5.15E-03,8.52E+01,-9.99E+02
cheng,Kotti  2010,Greece,,,CWSF,6.00E+00,0.45,2.89E+00,0.12,,,1.76E-01,,-9.99E+02
cheng,Kotti  2010,Greece,,,CWSF,8.00E+00,0.45,2.89E+00,0.0866,,,1.25E-01,,-9.99E+02
cheng,Kotti  2010,Greece,,,CWSF,1.40E+01,0.45,2.89E+00,0.0818,,,1.53E-01,,-9.99E+02
cheng,Kotti  2010,Greece,,,CWSF,2.00E+01,0.45,2.89E+00,0.0624,,,1.24E-01,,-9.99E+02
cheng,Kouki et al.  2009,Tunisia,,,CWUF,2.00E+00,1.5,121,0.28,,,3.76E-01,5.58E+00,9937.125
cheng,Kouki et al.  2009,Norway,,,CWUF,3.00E+01,,,0.0253,,,3.78E-02,1.92E+01,43800
cheng,Kouki et al.  2009,Norway,,,CWUF,5.00E+00,0.9,325,0.062,,,7.27E-02,4.50E+00,21900
cheng,Kovaic et al  2000,USA,,,CWSF,3.50E+01,0.9,6.00E+03,0.0108,,,1.31E-02,1.04E+00,1.40E+04
cheng,Kovaic et al  2000,USA,,,CWSF,8.00E+00,0.9,6.00E+03,0.0507,,,6.25E-02,2.36E+00,3.80E+04
cheng,Kovaic et al  2000,USA,,,CWSF,1.90E+01,0.9,6.00E+03,0.039,,,5.79E-02,2.13E+00,2.80E+04
cheng,Kovaic et al  2000,USA,,,CWSF,1.70E+01,0.4,3.00E+03,0.0261,,,3.29E-02,2.90E-01,7.20E+03
cheng,Kovaic et al  2000,USA,,,CWSF,1.40E+01,0.4,3.00E+03,0.0426,,,5.83E-02,6.52E-01,1.00E+04
cheng,Kovaic et al  2000,USA,,,CWSF,1.10E+01,0.4,3.00E+03,0.0589,,,8.30E-02,4.19E-01,7.20E+03
cheng,Kovaic et al  2000,USA,,,CWSF,2.60E+01,0.7,8.00E+03,0.0162,,,2.01E-02,1.41E+00,4.00E+04
cheng,Kovaic et al  2000,USA,,,CWSF,1.30E+01,0.7,8.00E+03,0.0304,,,3.73E-02,2.75E+00,9.90E+04
cheng,Kovaic et al  2000,USA,,,CWSF,1.10E+01,0.7,8.00E+03,0.028,,,3.28E-02,1.67E+00,7.60E+04
cheng,Kovavic et al 2006,USA,,,CWSF,5.30E+01,0.48,1.60E+03,0.0105,,,1.41E-02,1.37E-01,4.10E+03
cheng,Kovavic et al 2006,,,,CWSF,2.97E+01,0.48,1.60E+03,0.0143,,,1.79E-02,2.31E-01,6.60E+03
cheng,Kovavic et al 2006,,,,CWSF,3.17E+01,0.52,4.00E+03,0.0127,,,1.57E-02,9.93E-01,1.80E+04
cheng,Kovavic et al 2006,,,,CWSF,2.04E+01,0.52,4.00E+03,0.0297,,,4.08E-02,1.12E+00,2.60E+04
shen,"Kuang et al., 2007",Hubei,114.4,30.6,wetland,2,0.6,1,0.241,38.3,23,,,
shen,"Kumwimba et al., 2021",Sichuan,105.5,31.3,wetland,0.2,,,7.449,67.3,19.3,,,
shen,"Kumwimba et al., 2021",Sichuan,105.5,31.3,wetland,0.2,,,6.806,64,28.1,,,
shen,"Kumwimba et al., 2021",Sichuan,105.5,31.3,wetland,0.2,,,5.812,58.2,18.6,,,
shen,"Kumwimba et al., 2021",Sichuan,105.5,31.3,wetland,0.2,,,4.033,45.4,8.3,,,
cheng,Kyambadde et al  2005,Uganda,,,CWSUF,2.71E+00,,7.50E+00,0.496,,,1.05E+00,2.68E-02,3.15E+02
cheng,Kyambadde et al  2005,Uganda,,,CWSUF,2.71E+00,,7.50E+00,0.348,,,5.79E-01,2.68E-02,3.15E+02
cheng,Kyambadde et al  2005,Uganda,,,CWSUF,2.71E+00,,7.50E+00,0.289,,,4.39E-01,2.68E-02,3.15E+02
cheng,Lansing and Martin 2006,USA,,,CWUF,1.00E+01,,,,,,,,3.95E+02
cheng,Larson et al 2000,USA,,,CWSF,7.04E+01,,6.00E+03,0.0131,,,2.15E-02,2.13E+00,4.20E+04
cheng,Larson et al 2000,,,,CWSF,2.50E+01,,7.80E+02,0.0147,,,1.78E-02,1.68E+00,7.90E+04
cheng,Lee et al  2003,Taiwan,,,CWUF,8.50E+00,0.65,3.11E+01,0.0323,,,3.72E-02,3.88E-01,6.81E+02
cheng,Lee et al  2003,Taiwan,,,CWUF,4.30E+00,0.65,3.11E+01,0.0236,,,2.48E-02,8.13E-01,1.36E+03
cheng,Lee et al  2003,Taiwan,,,CWUF,1.47E+01,0.65,3.11E+01,0.0152,,,1.70E-02,2.18E-01,3.97E+02
shen,"Lee et al., 2004",Taiwan,120.5,22.7,wetland,8.5,0.65,31.08,0.032,24,25,,,
shen,"Lee et al., 2004",Taiwan,120.5,22.7,wetland,4.3,0.65,31.08,0.024,9.6,22,,,
shen,"Lee et al., 2004",Taiwan,120.5,22.7,wetland,14.7,0.65,31.08,0.015,20,24,,,
cheng,Leonardson et al 1994,Sweden,,,NWUF,4.45E+01,3,6.00E+04,0,,,0.00E+00,7.89E+00,1.48E+06
cheng,Leonardson et al 1994,Sweden,,,NWUF,2.94E+01,3,5.00E+04,0.00466,,,5.00E-03,9.62E+00,1.86E+06
cheng,Leonardson et al 1994,Sweden,,,NWUF,2.61E+01,0.6,4.00E+04,0.00699,,,7.67E-03,2.96E+00,3.36E+05
shen,"Li and Guo, 2017",Heilongjiang,132.3,45.4,wetland,2,0.33,,0.799,79.8,19.5,,,
shen,"Li and Guo, 2017",Heilongjiang,132.3,45.4,wetland,4,0.33,,0.483,85.5,19.5,,,
shen,"Li et al., 2003a",Hubei,116.4,40,wetland,1,0.6,6,0.493,38.9,6.5,,,
shen,"Li et al., 2003a",Hubei,116.4,40,wetland,1,0.6,6,0.871,58.2,22,,,
shen,"Li et al., 2003b",Yunnan,102.7,25,wetland,1.1,,6,0.533,45.1,22,,,
shen,"Li et al., 2005",,,,wetland,1,0.6,6,0.868,58,,,,
shen,"Li et al., 2005",,,,wetland,1,0.15,6,0.511,40,,,,
shen,"Li et al., 2005",,,,wetland,1,0.6,6,0.371,31,,,,
shen,"Li et al., 2008",Zhejiang,120.7,30.1,wetland,26.3,1.35,12500,0.017,36,20,,,
shen,"Li et al., 2008",Shandong,117,36.7,wetland,1.5,,0.25,0.459,49.8,27,,,
shen,"Li et al., 2012",Guizhou,106.5,26.7,wetland,2.2,4.5,540,0.175,32,18.9,,,
shen,"Li et al., 2016",Shanxi,112.5,38,wetland,5.2,1.08,3000,0.061,27,23,,,
shen,"Li et al., 2016a",Jilin,125.4,44,wetland,2,0.4,0.5,0.367,52,,,,
shen,"Li et al., 2016b",Jiangsu,121,31.3,wetland,4,0.03,20,0.27,66,31.5,,,
shen,"Li et al., 2016b",Jiangsu,121,31.3,wetland,4,0.03,20,0.172,49.7,31.5,,,
shen,"Li et al., 2016c",Jilin,125.4,43.8,wetland,2,0.35,0.24,0.131,23,,,,
shen,"Li et al., 2019",Shandong,117.1,36.7,wetland,7,0.5,,0.194,74.3,4.9,,,
shen,"Li et al., 2019",Shandong,117.1,36.7,wetland,3,0.5,,0.707,88,19.4,,,
shen,"Li et al., 2021a",Yunnan,100.1,25.9,wetland,5.2,,,0.212,67.1,18.3,,,
shen,"Li et al., 2021a",Yunnan,100.1,25.9,wetland,7.7,,,0.13,63.3,14.6,,,
shen,"Li et al., 2021a",Yunnan,100.1,25.9,wetland,3.1,,,0.275,57.4,22.1,,,
shen,"Li et al., 2021a",Yunnan,100.2,25.7,wetland,23.5,,,0.064,77.5,19.5,,,
shen,"Li et al., 2021a",Yunnan,100.2,25.7,wetland,23.7,,,0.023,42.3,14.7,,,
shen,"Li et al., 2021a",Yunnan,100.2,25.7,wetland,8.7,,,0.054,37.3,22.6,,,
shen,"Li et al., 2021a",Yunnan,100.3,25.6,wetland,43.6,,,0.022,61.4,20.3,,,
shen,"Li et al., 2021a",Yunnan,100.3,25.6,wetland,359.4,,,0.002,58.7,16.5,,,
shen,"Li et al., 2021a",Yunnan,100.3,25.6,wetland,8,,,0.105,56.7,22.1,,,
shen,"Li et al., 2021b",,,,wetland,1.5,,0.48,0.627,60.9,,,,
shen,"Li, 2008",Jiangxi,115.9,28.7,wetland,4,0.5,24.3,0.229,60,25,,,
shen,"Li, 2008",Jiangxi,115.9,28.7,wetland,5,0.5,24.3,0.222,67,25,,,
shen,"Li, 2008",Jiangxi,115.9,28.7,wetland,6,0.5,24.3,0.238,76,25,,,
shen,"Li, 2014",Shandong,117.1,36.7,wetland,7,1.5,100,0.095,48.7,28.5,,,
shen,"Li, 2016",Chongqing,106.6,29.7,wetland,0.9,1.2,,0.798,51.2,12.4,,,
shen,"Li, 2017",Jiangsu,121,31.4,wetland,5,0.4,1140,0.074,31,25,,,
shen,"Li, 2017",Jiangsu,121,31.4,wetland,7,0.4,1140,0.057,33,25,,,
shen,"Li, 2017",Jiangsu,121,31.4,wetland,5,0.4,1140,0.045,20,15,,,
shen,"Li, 2017",Jiangsu,121,31.4,wetland,7,0.4,1140,0.028,18,15,,,
shen,"Li, 2020a",Yunnan,100.2,25.7,wetland,17.2,1.61,,0.035,45.5,21.1,,,
shen,"Li, 2020a",Yunnan,100.2,25.7,wetland,128.6,1.27,,0.006,55.6,17.1,,,
shen,"Li, 2020a",Yunnan,100.2,25.7,wetland,188.7,1.09,,0.005,60.2,11.6,,,
shen,"Li, 2020a",Yunnan,100.2,25.7,wetland,80.8,0.61,4512.15,0.013,63.9,16.5,,,
shen,"Li, 2020a",Yunnan,100.2,25.7,wetland,64.1,1.29,5282.5,0.01,47,16.5,,,
shen,"Li, 2020a",Yunnan,100.2,25.7,wetland,30.3,1.93,10252.8,0.019,44.5,16.5,,,
shen,"Li, 2020a",Yunnan,100.2,25.7,wetland,62.5,1.77,6715.2,0.008,40.5,16.5,,,
shen,"Liang et al., 2017",Fujian,118.3,25.3,wetland,7,0.8,10,0.064,36.2,14.5,,,
shen,"Liang et al., 2020",Shandong,,,wetland,8,0.7,15,0.099,54.7,3.5,,,
shen,"Liang, 2012",Shandong,120.1,36.4,wetland,15,2.5,1749,0.108,80.1,25,,,
shen,"Liao and Luo, 2002",Guangdong,113.4,23.2,wetland,2,0.8,0.5,0.081,14.9,22.6,,,
shen,"Liao and Luo, 2002",Guangdong,113.4,23.2,wetland,3,0.8,0.5,0.075,20.2,22.6,,,
shen,"Liao and Luo, 2002",Guangdong,113.4,23.2,wetland,5,0.8,0.5,0.071,29.7,22.6,,,
cheng,Lin et al  2008,Taiwan,,,CWSF,8.40E+00,,,-0.0846,,,-6.05E-02,1.62E-04,6.60E+01
cheng,Lin et al  2008,,,,CWSF,6.50E+00,,,0.238,,,5.67E-01,1.97E-03,8.40E+01
cheng,Lin et al  2008,,,,CWSF,4.40E+00,,,0.66,,,3.92E+00,1.96E-03,1.20E+02
cheng,Lin et al  2008,,,,CWSF,2.20E+00,,,1.54,,,1.30E+01,5.70E-03,2.50E+02
cheng,Lin et al  2008,,,,CWSF,1.10E+00,,,2.55,,,1.41E+01,1.75E-02,4.90E+02
cheng,Lin et al  2008,Taiwan,,,CWUF,8.08E+00,0.4,5.00E+00,,,,,,3.61E+01
cheng,Lin et al  2008,Taiwan,,,CWUF,5.97E+00,0.4,5.00E+00,,,,,,5.11E-01
cheng,Lin et al  2008,Taiwan,,,CWUF,3.64E+00,0.4,5.00E+00,,,,,,8.03E+01
cheng,Lin et al  2008,Taiwan,,,CWUF,1.38E+00,0.4,5.00E+00,,,,,,2.12E+02
cheng,Lin et al  2008,Taiwan,,,CWUF,2.39E+00,0.4,5.00E+00,,,,,,1.22E+02
cheng,Lin et al  2008,Taiwan,,,CWUF,6.00E-01,0.4,5.00E+00,,,,,,4.87E+02
shen,"Lin, 2012",Yunnan,102.7,25,wetland,3,0.3,20,0.314,61,19.5,,,
shen,"Lin, 2012",Yunnan,102.7,25,wetland,3,0.6,20,0.331,63,19.5,,,
shen,"Liu and Liu, 2010",,,,wetland,2.4,0.6,,0.392,61,18,,,
shen,"Liu et al., 2002",Yunnan,102.7,25,wetland,1,0.7,6,0.874,58.3,19,,,
shen,"Liu et al., 2007",Guangdong,113.4,23.2,wetland,5,0.9,3,0.178,59,30.5,,,
shen,"Liu et al., 2007",Guangdong,113.4,23.2,wetland,5,0.9,3,0.277,75,25.5,,,
shen,"Liu et al., 2007",Guangdong,113.4,23.2,wetland,5,0.9,3,0.143,51,16,,,
shen,"Liu et al., 2007",Guangdong,113.4,23.2,wetland,5,0.9,3,0.461,90,24,,,
shen,"Liu et al., 2011",Heilongjiang,133.5,47.6,wetland,1,0.5,,0.528,41,21.5,,,
shen,"Liu et al., 2011",Heilongjiang,133.5,47.6,wetland,4,0.5,,0.205,56,21.5,,,
shen,"Liu et al., 2011",Heilongjiang,133.5,47.6,wetland,7,0.5,,0.154,66,21.5,,,
shen,"Liu et al., 2016",Shanghai,121.5,31.2,wetland,1,0.8,,0.448,36.1,23.9,,,
shen,"Liu et al., 2016",Shanghai,121.5,31.2,wetland,4,0.8,,0.182,51.8,23.9,,,
shen,"Liu et al., 2016",Shanghai,121.5,31.2,wetland,1,0.8,,0.371,31,23.9,,,
shen,"Liu et al., 2016",Shanghai,121.5,31.2,wetland,4,0.8,,0.21,56.9,23.9,,,
shen,"Liu, 2004",Hebei,115.8,39,wetland,3,0.4,4,0.476,76,26.5,,,
shen,"Liu, 2006",Yunnan,103,24.6,wetland,1,0.35,,0.868,58,22,,,
shen,"Liu, 2007",Hunan,113,28.1,wetland,2.8,1.2,1057.4,0.389,66.3,22.8,,,
shen,"Liu, 2011b",Guangdong,,,wetland,8.3,,,0.065,41.6,26,,,
shen,"Liu, 2011b",Guangdong,,,wetland,5,,,0.027,12.7,26,,,
shen,"Liu, 2011c",Jiangxi,115.8,28.8,wetland,20,,,0.039,54.3,23.2,,,
shen,"Liu, 2014",Jiangsu,120,31.6,wetland,10,,2325,0.058,44.1,25,,,
